,text,V,A,D
15,The coronavirus has us all frightened - please stay at home to save lives!,1.5526984126984127,1.6295238095238096,1.4812698412698413
16,The situation may be worrying but staying at home is the right thing to do. And it’s easy compared to the good people who have to keep going to work to help others. ,1.1806349206349207,1.2803174603174605,1.1098412698412699
17,I'm very worried about all vulnerable and struggling people either directly affected by the virus or are suffering with mental health problems,1.661904761904762,2.204761904761905,1.791111111111111
18,"I like many others are frightened with COVID-19 but PLEASE do not go out as you would normally and stay in, By doing this this is saving lives and potentially your own.",1.0542857142857143,1.6857142857142855,1.1568253968253968
19,"The acts of a foreign government have put the lives of everyone at stake, creating a threat that does not discriminate. Their motive was money, they do not deserve the power they wield. Their actions have brought good people to early graves and national services to breaking point",1.5831746031746032,2.075555555555556,1.68984126984127
20,Very confused how some people still don't act on the government advice on social distancing. Not all of us want to stay in lockdown forever....,1.3984126984126986,1.9209523809523807,1.4834920634920634
21,"I worry about my work. I may lose my job because of this epidemic. I am afraid of losing my savings. The stores lack food. Permanent queues. I am afraid our medical system may not cope with many patients
I constantly worry about my parents.
I'm worried about my family. God help!!",1.5755555555555558,2.4349206349206347,1.8431746031746035
22,"I have a state of constant anxiety because of the epidemic.
It is very boring to stay at home without work
I do not like this situation, I am rather afraid of what will happen in the future. Forced to stay at home and not go anywhere. I constantly worry about my parents. ",1.4574603174603173,2.366031746031746,1.76984126984127
23,"I have a state of constant anxiety because of the epidemic.
I'm worried about my family.
It is very boring to stay at home without work",1.4584126984126984,2.3857142857142857,1.783809523809524
24,"People should try and remain calm, as panic will only make the situation worse",1.3212698412698414,1.2276190476190474,1.193968253968254
25,"Feeling frustrated and missing everyone at the moment. Hopefully, this won't last too much longer. Make sure you stay at home so we can get back to normal quicker.",1.119047619047619,1.2990476190476188,1.0853968253968254
26,"Angry that people aren't following rules and putting themselves and others at risk. Selfish, arrogant and worthless!",1.7009523809523808,2.6625396825396823,2.0653968253968253
27,Not the best situation but glad to see that health workers and other key workers are finally getting the recognition they deserve,1.1406349206349207,0.9885714285714287,1.0019047619047619
28,Please please please listen to the government advice.  I'm not putting my life at risk for you to abuse the current situation!,0.995873015873016,1.3838095238095236,1.0796825396825396
29,anyone else feel like this is going to be a forever ending cycle of isolation until they find a vaccine?,1.4190476190476191,2.082222222222222,1.5774603174603175
30,"I feel more anxious as a resident in Scotland as our leader doesnt give us clear information and doesnt use this to reassure and create unity with the rest of the UK. We dont need and dont want party politics now. 
",1.740952380952381,2.4628571428571426,1.981904761904762
31,"Missing my family and just want everything to go back to normal. Isolation isn't helping my anxiety at all. Feeling lonely with it all. Got to be done to keep everyone safe though. Hope everyone is staying safe and staying inside, sooner it's done with, the better.",1.694920634920635,2.2114285714285713,1.8263492063492064
32,"I am so bored. I have watched everything on Netflix, played every game. I want this to be over. I want everyone to be OK and we can go back to our normal lives.",1.565079365079365,2.2476190476190476,1.7380952380952384
33,"This corona situation is a very scary time and feels uncertain, but the amount of community spirit and people coming together is heart warming and overwhelming (something I personally rarely felt in London before this crisis)",1.6225396825396827,2.0161904761904763,1.6184126984126985
34,Covid19 is scary. People aren’t taking it serious enough. I’m worried for my loved ones. ,1.6692063492063491,2.157460317460317,1.7419047619047618
35,"Scared that people aren't taking lockdown seriously, putting myself, my family and friends at risk. Worried about the economy and if me and my partner will have a job to go back to after our furlough and how we will pay the bills ",1.3892063492063493,2.0441269841269842,1.5317460317460319
36,"Not to add to the negativity right now, but a calm working environment and time at home is no comfort from the fear that my loved ones will get sick. I'm anxious all the time!! ",1.676190476190476,2.119365079365079,1.746984126984127
37,"If You are one of the people who has been out to enjoy the sun this weekend, you need to realise that your behaviour is equal to taking a gamble on another person’s life.",1.593968253968254,1.9260317460317458,1.7314285714285713
38,"It’s a time to deconstructions, time literally stop and think how we want to live our lives from now onwards. ",1.7012698412698413,2.157142857142857,1.7857142857142856
39,"I'm feeling scared and anxious about the corona virus, but know my family and I are trying our best to keep us and everyone around us safe. I'm also hopeful that we as a country and a population will get through this pandemic.",1.4806349206349205,1.8885714285714286,1.6015873015873017
40,"Hoping this situation resolves soon and we learn from it as a society, it has definitely made me appreciate nature.",1.125714285714286,1.7596825396825393,1.3314285714285714
41,I am a ball of worry.,1.0758730158730159,1.6673015873015873,1.1758730158730157
42,How can people go out and continue to spread coronavirus when there are staff risking the lives and people dying. It is not difficult to stay indoors in order to save lives. ,1.675873015873016,2.2438095238095235,1.8282539682539685
43,Stay safe and stay home,1.5673015873015874,2.1314285714285712,1.7196825396825397
44,"This is a battle we can win, but only if we all work sensibly as we are meant to. Those who disregard the rules should be jailed, sharing cells with those also do this. They clearly don't care for anyone so let's not protect them any longer. Be good, be safe & work to get through",1.2685714285714287,1.120952380952381,1.1314285714285715
45,"I feel anxious, scared and worried for myself and the people I care about. Its impossible to predict what the future holds currently and I can't make real plans for it which makes me feel even more anxious. It's a worrying time in general.",1.7206349206349207,2.0679365079365075,1.6930158730158729
46,I hope everyone is doing as well as possible at home and can find reassurance in knowing that we will come through this together,1.4406349206349205,1.8812698412698412,1.6009523809523811
47,this virus sucks,0.8241269841269843,0.6974603174603174,0.7317460317460318
48,I am very sad and tired about all of this and wish it were all over.,1.2587301587301587,2.039047619047619,1.578730158730159
49,"It is hard to feel sorry for people who are being asked to simply stay home. You are lucky to have a home, to have food in your cupboards and free health care. Protect others who do not have that option and who are vulnerable. Stop being selfish, stop complaining and stay home!",1.260952380952381,1.7942857142857143,1.3853968253968254
50,"The sun is shining, the birds are singing but you can watch from afar. Stay indoors, don’t put yourself and others at risk. ",1.653015873015873,2.3377777777777777,1.8530158730158732
51,"Day 20 of my work from home lock down. I miss my colleagues, my friends. I can't wait to get back to work and give them a massive hug. I appreciate them so much more now I'm being forced of work way from them. ",1.2863492063492064,1.7917460317460319,1.4047619047619049
52,"People are showing their stupidity again. Rules are their for a reason and that reason is not to be broken!! Think of your own safety and that of everyone else.
Have some common sense and decency and stay home, stay safe!",1.6155555555555554,2.332063492063492,1.8441269841269843
53,"I feel lost and confused, like we are all caught in some kind of time freeze, a bad nightmare that I cannot see will ever come to an end. It's hard to imagine life will ever be the same again.",1.1596825396825396,1.7615873015873016,1.292063492063492
54,News on the corona virus is depressing #fearful,1.5765079365079366,2.1034920634920633,1.6453968253968254
55,wish it would go away,1.5082539682539684,1.5174603174603176,1.3463492063492064
56,"Longing for what used to be, with optimism for possible small change when this all blows over",1.4349206349206352,1.7168253968253968,1.459047619047619
57,Stay inside for all of us so we can get out of this mess sooner!!!,1.684761904761905,2.606984126984127,1.9917460317460318
58,Maybe we all become too materialistic and bad to each other and that is why this is happening. We need to stop and think a bit and become better!,1.7393650793650792,2.4047619047619047,2.0333333333333337
59,"The Coronavirus is driving me insane, people are not following government guidelines and it's putting others at risk - maybe people should think about others, not just themselves, when deciding things to do.",1.4625396825396826,2.162222222222222,1.6692063492063491
60,So sick and tired of this now. Praying and hoping it all ends soon for everyone!,1.490793650793651,2.049206349206349,1.6282539682539683
61,"People need to stay inside and listen to the government, as the only way to stop this from spreading is to minimize movement. Also stop panic buying, the shops will not close.
Respect the retail staff, NHS, carers and other emergency services ",1.4761904761904763,2.296507936507936,1.7641269841269842
62,"confused. i feel unproductive too. but also it is a time for me to recover from the aftereffects (mostly anxiety) from A-Levels last year, and a very rigorous studying pattern in high school. i wasnt able to fully recover as i had to go through university, but i am feeling better",1.6250793650793651,1.7034920634920634,1.5161904761904763
63,"I am tired and frustrated and want to go out. People please do as told, so we can all get out sooner.",1.1990476190476191,1.5228571428571427,1.2082539682539684
64,Wishing that people would stay inside so we can get this sorted.,1.3174603174603174,1.902222222222222,1.4806349206349205
65,"Stay home, for our family, friends and strangers. This anxiety won’t last forever and tomorrow is a day closer to normal life",1.5634920634920637,2.247619047619047,1.8111111111111113
66,Feeling worried about the situation in the UK at the moment but also recognising everything I have to be grateful for. ,1.1222222222222222,1.5517460317460317,1.1888888888888889
67,People need to listen to the advice and keep others and themselves safe,1.6438095238095238,2.545079365079365,1.9631746031746033
68,"I an very anxious adopt the whole situation . The lockdown in my opinion needs to be complete so no one gets it Who hasn’t got it now 
It’s not good for the world economy either , I will guarantee the chimes to me out of this vastly economically in front of the rear of the wor
",1.6250793650793651,2.423174603174603,1.8971428571428572
69,Wish this was all over. Very grateful for all those risking their lives to help people.,1.3444444444444446,1.6882539682539683,1.3022222222222222
70,Thinking about all the essential workers and my family and friends right now. #StaySafe,1.3901587301587301,1.792063492063492,1.460952380952381
71,I am feel bad. I worry about my parents. I'm worried about my family.,1.5317460317460316,2.4495238095238094,1.8460317460317461
72,If people actually listened to instructions COVID19 would be over a lot sooner and we could get back to normality. I JUST WANT A LOAF OF BREAD!!,1.4492063492063494,2.321269841269841,1.8092063492063493
73,"I am fed up with uneducated peasants who seem to think that they can just carry on as usual with their lives and not take any precautions or have no consideration for other people.  I am so angry and fuming, I just want to report them all.",1.2146031746031745,2.1374603174603175,1.5987301587301586
74,Big shoutout to all those frontline workers on minimum wages who put themselves at risk for the benefit of us all. This pandemic highlights the failing of a society based on a monetary system. Hopefully change will come from this.,1.0482539682539682,1.3139682539682538,1.0447619047619048
75,"Scary, scary times, hope lockdown works, love the NHS and all keyworkers",1.0663492063492064,0.9853968253968254,0.9387301587301587
76,"Anger, fear and resentment at our situation and our government. ",1.586666666666667,2.6520634920634922,2.0015873015873016
77,"scared, numb and worried ...",1.5133333333333336,2.3638095238095236,1.7987301587301587
78,Stricter discipline If people break the rules. Children should not be allowed in supermarkets unless it’s with a single parent. Schools are shut yet families are still shopping together and allowing children to run around the shops which is defeating the point. Well done NHS!!  ,1.3714285714285714,2.085079365079365,1.6222222222222222
79,stressed out does not even cover this situation for me,1.5857142857142859,1.8838095238095236,1.506031746031746
80,Everyone stay at home and follow the governments advice and guidelines so we can get this under control and lockdown wont be lasting months on end,1.0225396825396826,1.1993650793650792,1.0019047619047619
81,Stay at home,1.3765079365079365,1.8993650793650794,1.470793650793651
82,"Feeling very anxious about this whole situation, particularly for my at risk friends and family. I wish people would stick to the guidelines and make it possible for those who need protection to stay safe.",1.2571428571428571,1.5447619047619048,1.2974603174603176
83,"Please stay inside. You're not doing it for yourself, you're doing it for the NHS. The people that are on the front lines. You're doing it for your grandparents, your asthmatic cousin, your elderly neighbour. People fought in trenches for this country. You can stay inside.",1.4593650793650794,2.066984126984127,1.6085714285714288
84,Stupid selfish people are killing NHS staff. Should be charged with manslaughter.,1.540952380952381,2.6273015873015875,1.9765079365079363
85,"The Corona situation has brought the ugly out of some people, but also brought the strong and caring side out of those working for the NHS, with everyone's support it makes me feel proud of those working so hard for it. This makes be have hope for the future.",1.2584126984126982,1.5666666666666667,1.3012698412698414
86,People who are flouting the rules make me very angry. Don't force everyone to suffer for longer because you think the rules dont apply to you,1.5853968253968254,2.4355555555555553,1.843809523809524
87,China has literally ruined 2020,1.3396825396825398,1.9060317460317462,1.4587301587301589
88,"Happy to be spending lots of time with my lovely husband and kids, just wish it was under better circumstances. Feeling very sad and worried whenever I turn on the news every day, wishing the numbers would go down. Much love to everyone affected so far.",1.3901587301587301,1.821904761904762,1.4476190476190476
89,Boris Johnson might not have been your ideal choice for pm but bloody listen to him so we can all get back to our normal lives and so I can get some pasta. ,1.3812698412698414,2.2307936507936508,1.6365079365079365
90,"The world has evolved exponentially since the last pandemic in 1918. Hence my sympathy for countries' unsatisfactory response to the coronavirus outbreak. However, it's a sobering thought that humans have failed to prioritise human life, focusing on power and profit instead.",1.4187301587301588,1.5663492063492062,1.4047619047619047
91,I wish the government would shut the entire country down so that we can get rid of this virus quicker than we currently are. Lives are at risk and we need to stay indoors.,1.16,1.9876190476190476,1.4593650793650794
92,Coronavirus symptoms are far less serious if you are middle class (and I don't mean in a medical sense),1.7812698412698413,2.1263492063492064,1.787936507936508
93,This pandemic right now that we are facing is only natural and we must not blame other people. Stay at home. Wash your hands and follow instructions.,1.9244444444444446,2.6679365079365076,2.1803174603174607
94,"I feel anxious about the situation and worry for myself and my loved ones, and feel sad for those affected by it",1.6409523809523812,2.071111111111111,1.6939682539682541
95,Hopeful yet resilient and trying to be normal and cheerful but feeling worn out and low ,1.408888888888889,1.8714285714285712,1.517777777777778
96,"Not enough people, especially young people, are seeing the serious side to this pandemic. This is not a joke. This is such a serious thing that is happening right now in the world. ",1.862857142857143,2.6403174603174606,2.097777777777778
97,#pleaselisten please stay safe and please remember that you are not alone in all this ,1.4685714285714284,1.8133333333333335,1.5142857142857142
98,I will be glad when life can return to normal. ,0.9882539682539683,1.078095238095238,0.9206349206349207
99,"Stay inside, protect the NHS, save lives! It's not worth the risk! ",1.1641269841269841,1.5606349206349206,1.2136507936507936
100,Please stay at home to protect your family ,2.035873015873016,2.8390476190476193,2.3374603174603177
101,I dont know what people dont understand about not going out,1.4165079365079367,1.8209523809523809,1.5603174603174605
102,"These are unprecedented times, no one know what is going to happen, but we should all be following advice and staying indoors as much as we possibly can. ",1.5180952380952382,2.1999999999999997,1.7241269841269842
103,"Save lives, stay at home and don't be a covidiot. ",1.2415873015873018,1.8669841269841267,1.4066666666666665
104,Unsettled by coronavirus - feel like I'm in a bubble that could burst at any time. ,1.2355555555555555,1.5126984126984127,1.252063492063492
105,"This isn't time for selfishness, or the """"this doesn't apply to me""""-mindset.  We need to take care of each other and ourselves by adhering to the rules.",1.4761904761904763,1.8485714285714285,1.4679365079365079
106,The safest and quickest way to get through this is so blatantly clear yet some people are either too ignorant to care to too selfish to listen,1.3822222222222225,1.706984126984127,1.480952380952381
107,Everyone please stay at home! The more we do this the quicker the virus is over !,1.634920634920635,2.14031746031746,1.7755555555555558
108,"Covid-19 is a very stressful, scary times for the United Kingdom however we must stick to the rules and stay safe.  ",1.3793650793650793,2.2117460317460313,1.654920634920635
109,Please stay inside and stop this virus from spreading. ,1.6780952380952383,2.3628571428571425,1.8692063492063493
110,This is a concern whichever way you look at it. We must do all we can as individuals to protect those considered vulnerable. It's hard for everybody to go without seeing loved ones but it would be even harder if we couldn't say goodbye should the worst happen.  ,1.1873015873015875,1.266984126984127,1.121904761904762
111,"this Corona situation sucks, and planet earth deserves better.",1.2577777777777779,2.0736507936507937,1.6400000000000001
112,"How hard is it for people to listen to the Government, stop being selfish & think of others!!",1.0,1.5895238095238093,1.0926984126984127
113,"Anxiety, Fear, Desire, Reflection, Worthiness, Loss, Anger. Corona does really also take a toll on your mind aswell. Please make sure you all spend time with your loved one and stay indoors so we don't have to all have this feeling for a long period of time. Thank u nd Good night",1.4793650793650794,1.8673015873015872,1.4904761904761905
114,Hope all of this will pass quickly :(,1.579047619047619,2.0073015873015874,1.6666666666666667
115,Really difficult to imagine what life would be like after this. Makes it difficult to stay motivated and hopeful.,0.8825396825396825,1.3939682539682539,0.9158730158730158
116,"Life as we know it has changed. It is alright to feel lost, or frightened, or anxious, or exhausted or guilty. It is alright to enjoy rest and to feel a combination or waves of all these feelings, as I do.",1.3476190476190477,1.749206349206349,1.3406349206349208
117,"Please. Stop. Going. Outside. 
Thinking of all the NHS workers in this time risking their lives to save others. Please honour their bravery and this will be over as soon as you know it",1.4920634920634919,1.9987301587301585,1.6361904761904764
118,"So worried and anxious for us all, just praying and looking forward to coming out of this and going back to life as we knew it.",1.5692063492063493,2.0539682539682538,1.6101587301587301
119,"Everyone needs to stop being so ignorant and selfish, follow the rules, there's not point having rules if only a few of us follow them! The sooner we listen, take notice and get this out the way, the sooner we can crack on with summer.",1.3574603174603177,1.2657142857142858,1.2742857142857145
120,Struggling with being inside the house all the time and feeling quite anxious. Grateful to have my family with me and thankful for the NHS ,1.6374603174603175,2.1641269841269843,1.7301587301587302
121,I feel very confused and anxious but very grateful to all the staff who have kept everyone going through this time and saved the country.,1.5053968253968253,2.178095238095238,1.6853968253968254
122,I wish the nation's leaders would put aside their pride and invest immediate attention and resources to a pandemic response team. It seemed we were too proud of the NHS to admit we are not ready for advanced viruses.,1.430793650793651,2.0504761904761906,1.5733333333333333
123,Lockdown sucks. Don’t be a dick and make this go on for longer. ,1.2714285714285714,1.6634920634920636,1.3476190476190477
124,"It is just painful not knowing how long this will last, and sometimes I feel utterly overwhelmed with it all. If Matt Hancock locks us all inside for good I am pretty sure 1 in 2 families with start to re-enact The Shining",1.275873015873016,1.8533333333333335,1.42984126984127
125,"Fearful, anxious that the lockdown will not be lifted too soon. Angry at the lack of ppe and testing for the virus. ",1.9850793650793652,2.6673015873015875,2.1946031746031744
126,"We're all very stressed out at the moment but we need to stay at home so the whole situation'll get back to normal quickly. That's the only thing we can do.If you feel anxious and worried, know that you are not alone, we all do but together we can beat the #coronavirus#staystrong",1.4777777777777779,1.8644444444444446,1.5736507936507937
127,Something so minute wreaking havoc and horror in the lives of us all. It’s invisibility is what I fear most. So thankful for our key workers. They are what allow me to feel safe and cocooned in our home. I am hopeful for how people will approach life after COVID19 ,1.3580952380952382,1.987936507936508,1.531111111111111
128,"'@corona I’m over this now, get lost please 😩",1.5203174603174603,2.048253968253968,1.5663492063492064
129,Could not be more grateful to all of the NHS and frontline staff and key workers keeping our country going through this troubling time.  Please #stayhome #staysafe,0.9714285714285714,1.1219047619047617,0.9603174603174603
130,"i am sad, worried and upset",1.4047619047619049,1.709206349206349,1.4
131,"Currently sat anxiouslt waiting for our daily coronavirus update, hopefully today we haven't lost many. Thanks go to the NHS thinking of you all at this very difficult time. Big up to boris hope you recover soon love sent#nhs#coronavirus #COVID19 #rainbow #Wecangetthrough this. ",1.1717460317460318,1.744126984126984,1.337142857142857
132,# staysafe people. The situation is worrying but I'll see you on the otherside #covid-19,1.5965079365079364,2.3142857142857145,1.813015873015873
133,"Almost 5,000 deaths from #covid19 proves the conservative government are not fit to be in charge of the country #toriesout",1.532698412698413,2.227301587301587,1.7619047619047619
134,"Please take this situation seriously. Stop traveling, stop letting your kids out to play in packs! Stay home, protect yourself, protect us and secure our NHS! #stayhome #justdoit",1.282857142857143,2.112063492063492,1.5714285714285714
135,"In such an uncertain time, it is so important to be greatful for the blessings that surround us. I am definitely making the most out of this time to spend quality time with my family and children, making sure they feel as safe and secure as possible during this uncertain time. ",1.8273015873015872,2.4619047619047616,2.0053968253968257
136,This current situation hasn’t been labelled a pandemic just for nothing. Everybody needs to take note of what we have been advised and stick to this. Thinking it is ok to leave your house unless it applies to the guide lines you are a disgrace to the country. Stay safe everyone. ,1.5292063492063495,2.3330158730158725,1.8206349206349208
137,"I am feeling extremely stressed, anxious, sad and depressed about the coronavirus situation. Everything is up in the air and I’m not too sure when this all will be over and how to deal with this situation and how to go past this... #covid19 #coronavirus #anxiety #restless ",1.4434920634920636,2.4111111111111114,1.7946031746031748
138,"Assholes not listening and making it worse for me. 

Please think of others and do not take advantage and/or misstreat of me whilst I am stressed. 

Essential shopping is not shopping for booze. Why are the shops stocking non essential items whilst claiming to help the community?",1.495873015873016,1.9796825396825397,1.6225396825396825
139,Hey guys. As we all know Covid-19 is getting serious! I hope you're all taking the right precautions at this scary time and staying home. I'm praying for this world!!! Love you guys x ,0.9701587301587302,1.333968253968254,1.0374603174603174
140,This is not a joke. This is serious. People's lives are at risk. My family members that are key workers are not putting themselves at risk for you to ignore all the rules. Stay inside and stay safe. Stop the spread of the virus. April's distance brings Mays existence.,1.7615873015873016,2.2561904761904765,1.7993650793650795
141,"I feel anxious about my loved ones getting it, but very grateful to have access to outside space ( a garden) while at home.",1.3092063492063493,1.4898412698412697,1.2368253968253968
142,worried about what is going to happen to us all and when this is all going to end.  what does our future look like?,1.282857142857143,1.316825396825397,1.2114285714285713
143,I really wish that community carers would get more appreciation and respect during this pandemic. I have seen support however we still seem to be overlooked and under appreciated. And we now have to pay to be registered carers. Please give us the recognition we deserve,1.913968253968254,2.4333333333333336,2.032063492063492
144,"This year can get in the fucking sea! Everything I had to look forward to, slowing getting cancelled...wake me up in 2021!",1.3003174603174605,1.1482539682539683,1.172063492063492
145,"So frustrated at the moment. People ignoring the guidelines to stay at home are making things worse for everyone! So selfish, the more people that stay at home the quicker we can get back to normal.",1.4815873015873016,1.6720634920634923,1.4374603174603175
146,"If we all follow the rules, this will be over soon and less people will be harmed ",1.549206349206349,1.8926984126984128,1.582857142857143
147,I don’t understand why people can’t just follow guidelines by staying indoors for the protection of those around them rather than going out to the park and the beach in such an uncertain and dire situation. ,1.2914285714285714,1.963174603174603,1.6111111111111112
148,sad and worried ,1.1876190476190476,1.7819047619047619,1.4085714285714284
149,This is the new normal. ,1.7361904761904763,1.9069841269841268,1.6755555555555557
150,"People are doing a great job adapting to the new circumstances and I am proud of individual efforts. 
after this is over we must conduct the power imbalance that allowed for the virus to spread as poorer people had to keep working and the government were ignorant of the impacts.",1.3803174603174604,2.2606349206349208,1.762857142857143
151,I am fed up of hearing about Corona- I'd love to see some more uplifting and happy content on social media. Who's got some joyful news to share? Or perhaps some cute cat photos? ,1.0698412698412698,1.5673015873015872,1.1485714285714286
152,It is devastating to see so many people's families and lives falling apart. At this time it is so important to take the time to appreciate what and who we have and to come together to help those struggling.,1.635873015873016,1.8012698412698411,1.553968253968254
153,stressed and upset with people being irresponsibile,1.4393650793650794,1.7952380952380953,1.4892063492063494
154,Lockdown rules need to be enforced.. Full lockdown needed #covid19 ,1.3723809523809525,2.1047619047619044,1.6361904761904762
155,"I am slightly worried about the coronavirus outbreak, however seeing how china has handled the situation and overcome it I have faith that our country and many others can do the same.  ",1.597142857142857,2.0730158730158728,1.6742857142857144
156,This is the worst. ,1.4504761904761905,2.2638095238095235,1.686031746031746
157,"Proud of our NHS and keyworkers who are working on the frontline at the moment. I'm optimistic about the future, IF EVERYONE FOLLOWS THE RULES. We need to unite as a country, by social distancing and stay in.",1.5123809523809524,1.6663492063492065,1.548888888888889
158,"How come everybody is happy and friendly keeping distancing rules. Until it comes to shopping then panic sets in. What do I need why is that person so close, got to get out as soon as possible aaargg",1.3431746031746032,1.3517460317460317,1.2111111111111112
159,Real life ground hog day ,1.4561904761904763,2.1990476190476187,1.7523809523809524
160,Please stay inside :) it isn't fair on people following the guidelines and missing their friends and family to be kept away in isolation longer just because a few people are too selfish to isolate. you're putting yourself and everyone else in danger. ,1.146984126984127,1.552063492063492,1.2304761904761905
161,"So done with Coronavirus, can we just skip this year?",1.1504761904761907,1.4933333333333334,1.2165079365079365
162,"I am feeling very nervous about the future, missing friends and family whom I can't see, but very grateful for all the staff keeping us safe. I wish everyone would take it seriously and stay inside to flatten the curve.",1.1209523809523811,1.699047619047619,1.2653968253968253
163,Massively appreciative of the time I'm getting to spend with people I love. Despite the horrible situation we're all in. Trying to keep my mind as well as possible. Wishing everyone well.,1.648888888888889,1.8593650793650793,1.5374603174603174
164,The one thing that treats all humans equally is Covid-19. ,1.3006349206349206,2.1717460317460318,1.6142857142857143
165,Chinese government: responsible for trying to cover it up. British government: woeful response. Incompetence all round.,1.1841269841269841,1.5219047619047616,1.287936507936508
166,Feeling worried about Coronavirus and how it will effect the elderly and vulnerable. I am so thankful for our NHS and everything they do for us.,1.4333333333333336,2.0260317460317463,1.6273015873015872
167,"You know the curse """"may you live in interesting times""""? Not once in my life have I wanted to live in interesting times. Gentle? Placid? Somewhat staid? That's my event and life speed and I don't like this ride and I want to get off.",1.4079365079365078,1.932063492063492,1.5168253968253969
168,Scared. Anxious. Worried,1.421904761904762,2.1209523809523807,1.5730158730158732
169,"Frustrated! Work needs all hands on deck for coronavirus, but raised temp means I can't go to work - we need swabbing for frontline healthcare workers!!",0.7892063492063492,1.1168253968253967,0.9222222222222223
170,"The situation is making me anxious + impatient. I like being in control of my life, and that has been curtailed to a certain extent. However, I am viewing this as an opportunity to better myself by utilising online resources, and a time when I can learn how to beter handle crisis",1.5390476190476192,1.8685714285714283,1.5609523809523809
171,Be responsible and stay in unless you are are following the gov guidelines but respect people around you by remaining 2 metres apart.,1.7025396825396826,2.0396825396825395,1.695873015873016
172,#coronavirusdoone,1.1339682539682538,1.1133333333333333,1.041904761904762
173,"I am sending my best to all those impacted by coronavirus, I hope the situation resolves quickly for everyone involved. ",1.4895238095238097,2.123809523809524,1.7155555555555555
174,"STOP BEING SELFISH AND STAY HOME. If you go out and visit people, you are selfish and making the problem worse and last longer. Be sensible, we are all in the same situation and you are no exception to the rules.",1.638095238095238,2.629206349206349,2.0571428571428574
175,"Stay in and stay safe, people! Let's protect those who are most vulnerable. ",0.8412698412698414,1.1596825396825396,0.9025396825396826
176,No commute; sunny day; my kids laughing; being with my husband; in work and healthy. Feeling very blessed ,1.3117460317460319,1.1742857142857142,1.1447619047619049
177,"Take advantage of the current situation to re-evaluate the most important things in your life, take care of your wellbeing and stay positive. ",1.4958730158730158,1.8653968253968254,1.5806349206349208
178,"very worried and scared about whats going on, cant wait till its all over! thank god for our key workers!",1.3596825396825398,2.2907936507936513,1.7406349206349205
179,Wish I could cuddle my mum and nan - so hard to carry on as normal in such a heightened state of anxiety,1.1571428571428573,1.7796825396825393,1.3549206349206349
180,"Other than being a bit bored at home, staying indoors and self isolating is the best thing we cal all do. If we all do our bit, then this situation will be over as quick as possible. Of course I worry for my mum, but I know that if I follow the guidelines she'll be safe. ",1.5361904761904763,1.8006349206349206,1.4714285714285715
181,I hope the corona pandemic dies off soon.,1.1142857142857143,1.2333333333333332,1.0911111111111111
182,I’m working hard to make sure the nation is fed ,1.5565079365079364,1.8571428571428572,1.5711111111111111
183,"I don't understand why people are still going outside, the rules are simple , go out only when needed and nothing more, people playing basketball and sunbathing, this will lead to another increase in cases in 10 days, very worrying indeed. #staysafe and #stayathomd",1.6136507936507938,2.1660317460317464,1.7450793650793652
184,"Feeling anxious, so many people dieing of coronavirus complications, don't want it to affect my family or myself. #feelingworried",0.8765079365079366,1.2939682539682538,0.8885714285714286
